word	sentence	translation	difficulty_rank	transliteration	source
آلمانی	آلمانی هستم.	I'm German.	1204		tatoeba
منصوب	او به ریاست منصوب شد.	He was appointed chairman.	1207		tatoeba
ریاست	او به ریاست منصوب شد.	He was appointed chairman.	1207		tatoeba
درک	به درک	Served you right!	1212		tatoeba
شش	صفر، یک، دو، سه، چهار، پنج، شش، هفت، هشت، نه،‌ ده.	Zero, one, two, three, four, five, six, seven, eight, nine, ten.	1214		tatoeba
چهار	صفر، یک، دو، سه، چهار، پنج، شش، هفت، هشت، نه،‌ ده.	Zero, one, two, three, four, five, six, seven, eight, nine, ten.	1214		tatoeba
صفر	صفر، یک، دو، سه، چهار، پنج، شش، هفت، هشت، نه،‌ ده.	Zero, one, two, three, four, five, six, seven, eight, nine, ten.	1214		tatoeba
پنج	صفر، یک، دو، سه، چهار، پنج، شش، هفت، هشت، نه،‌ ده.	Zero, one, two, three, four, five, six, seven, eight, nine, ten.	1214		tatoeba
هشت	صفر، یک، دو، سه، چهار، پنج، شش، هفت، هشت، نه،‌ ده.	Zero, one, two, three, four, five, six, seven, eight, nine, ten.	1214		tatoeba
پرنده	پرنده ها پرواز می کنند.	Birds fly.	1223		tatoeba
پرواز	پرنده ها پرواز می کنند.	Birds fly.	1223		tatoeba
کنند	پرنده ها پرواز می کنند.	Birds fly.	1223		tatoeba
پرواز	پرنده پرواز می‌کند.	The bird flies.	1223		tatoeba
بخش	او بخش مجله را رهبری می کند.	She leads the magazine department.	1224		tatoeba
مجله	او بخش مجله را رهبری می کند.	She leads the magazine department.	1224		tatoeba
رهبری	او بخش مجله را رهبری می کند.	She leads the magazine department.	1224		tatoeba
آمریکایی	مدیر مدرسه‌ی ما یک آمریکایی است.	The principal of our school is an American.	1233		tatoeba
مدیر	مدیر مدرسه‌ی ما یک آمریکایی است.	The principal of our school is an American.	1233		tatoeba
بعضی	بعضی افراد زندگی را با یک صحنه‌ی نمایش مقایسه می‌کنند.	Some people compare life to a stage.	1245		tatoeba
نمایش	بعضی افراد زندگی را با یک صحنه‌ی نمایش مقایسه می‌کنند.	Some people compare life to a stage.	1245		tatoeba
صحنه	بعضی افراد زندگی را با یک صحنه‌ی نمایش مقایسه می‌کنند.	Some people compare life to a stage.	1245		tatoeba
مقایسه	بعضی افراد زندگی را با یک صحنه‌ی نمایش مقایسه می‌کنند.	Some people compare life to a stage.	1245		tatoeba
افراد	بعضی افراد زندگی را با یک صحنه‌ی نمایش مقایسه می‌کنند.	Some people compare life to a stage.	1245		tatoeba
اشاره	آنها با اشاره با هم ارتباط برقرار می‌کنند.	They communicate with each other by gesture.	1247		tatoeba
ارتباط	آنها با اشاره با هم ارتباط برقرار می‌کنند.	They communicate with each other by gesture.	1247		tatoeba
برقرار	آنها با اشاره با هم ارتباط برقرار می‌کنند.	They communicate with each other by gesture.	1247		tatoeba
بازی	بازی او متوسط است.	His playing is mediocre.	1257		tatoeba
متوسط	بازی او متوسط است.	His playing is mediocre.	1257		tatoeba
محصولات	این محصولات کیفیت متوسط دارند.	These products are mediocre quality.	1257		tatoeba
متوسط	این محصولات کیفیت متوسط دارند.	These products are mediocre quality.	1257		tatoeba
دارند	این محصولات کیفیت متوسط دارند.	These products are mediocre quality.	1257		tatoeba
کیفیت	این محصولات کیفیت متوسط دارند.	These products are mediocre quality.	1257		tatoeba
خواب	در خواب او را کشت.	He killed her in her sleep.	1266		tatoeba
کشت	در خواب او را کشت.	He killed her in her sleep.	1266		tatoeba
کشت	او آن مرد را کشت.	He killed that man.	1266		tatoeba
کشت	او یک مرد را کشت.	He killed a man.	1266		tatoeba
آخر	او تا آخر عمر محکوم است.	He has a life sentence.	1279		tatoeba
محکوم	او تا آخر عمر محکوم است.	He has a life sentence.	1279		tatoeba
عمر	او تا آخر عمر محکوم است.	He has a life sentence.	1279		tatoeba
نگاه	او به اطراف نگاه کرد.	She glanced around.	1285		tatoeba
اطراف	او به اطراف نگاه کرد.	She glanced around.	1285		tatoeba
فرزند	فرزند ارشد بودن آسان نیست.	It's not easy being the eldest child.	1300		tatoeba
ارشد	فرزند ارشد بودن آسان نیست.	It's not easy being the eldest child.	1300		tatoeba
پلیس	او توسط پلیس دستگیر شد.	She was arrested by the police.	1303		tatoeba
توسط	او توسط پلیس دستگیر شد.	She was arrested by the police.	1303		tatoeba
دستگیر	او توسط پلیس دستگیر شد.	She was arrested by the police.	1303		tatoeba
طولانی	این دیدار بسیار طولانی بود.	It was a very long meeting.	1304		tatoeba
دیدار	این دیدار بسیار طولانی بود.	It was a very long meeting.	1304		tatoeba
دیدار	به امید دیدار.	See you.	1304		tatoeba
امید	به امید دیدار.	See you.	1304		tatoeba
چای	چای تازه از چای مانده بهتر است	Fresh tea is better than stale tea.	1305		tatoeba
مانده	چای تازه از چای مانده بهتر است	Fresh tea is better than stale tea.	1305		tatoeba
تازه	چای تازه از چای مانده بهتر است	Fresh tea is better than stale tea.	1305		tatoeba
مانده	فقط سه‌تا باقی مانده‌است.	There were only three left.	1305		tatoeba
باقی	فقط سه‌تا باقی مانده‌است.	There were only three left.	1305		tatoeba
نوشته	چه کسی این نامه را نوشته است؟	Who wrote the letter?	1306		tatoeba
نامه	چه کسی این نامه را نوشته است؟	Who wrote the letter?	1306		tatoeba
خسته	کار خسته کننده ای است.	It's a tiring job.	1307		tatoeba
ای	کار خسته کننده ای است.	It's a tiring job.	1307		tatoeba
کننده	کار خسته کننده ای است.	It's a tiring job.	1307		tatoeba
تلخ	حقیقت تلخ است.	The truth hurts.	1311		tatoeba
حقیقت	حقیقت تلخ است.	The truth hurts.	1311		tatoeba
تر	شما باید سخت‌تر فرانسوی مطالعه کنید.	You have to study French harder.	1319		tatoeba
مطالعه	شما باید سخت‌تر فرانسوی مطالعه کنید.	You have to study French harder.	1319		tatoeba
باید	شما باید سخت‌تر فرانسوی مطالعه کنید.	You have to study French harder.	1319		tatoeba
فرانسوی	شما باید سخت‌تر فرانسوی مطالعه کنید.	You have to study French harder.	1319		tatoeba
فرانسوی	فرانسوی هستی؟	Are you French?	1319		tatoeba
فرانسوی	زبان فرانسوی خیلی سخت است.	French is very difficult.	1319		tatoeba
صندلی	پسر روی یک صندلی نشست.	The boy sat on a chair.	1324		tatoeba
نشست	پسر روی یک صندلی نشست.	The boy sat on a chair.	1324		tatoeba
دیدن	خیلی از مردم تلویزیون دیدن را دوست دارند.	Most people like watching TV.	1329		tatoeba
تلویزیون	خیلی از مردم تلویزیون دیدن را دوست دارند.	Most people like watching TV.	1329		tatoeba
دارند	خیلی از مردم تلویزیون دیدن را دوست دارند.	Most people like watching TV.	1329		tatoeba
مردم	خیلی از مردم تلویزیون دیدن را دوست دارند.	Most people like watching TV.	1329		tatoeba
مطالعه	ترجمه کردن بهترین راه برای مطالعهٔ همزمان دو زبان است.	Translating is the best way to study two languages at the same time.	1340		tatoeba
ترجمه	ترجمه کردن بهترین راه برای مطالعهٔ همزمان دو زبان است.	Translating is the best way to study two languages at the same time.	1340		tatoeba
همزمان	ترجمه کردن بهترین راه برای مطالعهٔ همزمان دو زبان است.	Translating is the best way to study two languages at the same time.	1340		tatoeba
شهر	در کدام شهر زندگی می‌کنید؟	In which city do you live?	1341		tatoeba
کدام	در کدام شهر زندگی می‌کنید؟	In which city do you live?	1341		tatoeba
شهر	شما در کدام شهر زندگی می‌کنید؟	In which city do you live?	1341		tatoeba
کدام	شما در کدام شهر زندگی می‌کنید؟	In which city do you live?	1341		tatoeba
انتظار	چشم‌انتظار دیدار مجدد شما هستم.	I'm looking forward to seeing you again.	1343		tatoeba
چشم	چشم‌انتظار دیدار مجدد شما هستم.	I'm looking forward to seeing you again.	1343		tatoeba
دیدار	چشم‌انتظار دیدار مجدد شما هستم.	I'm looking forward to seeing you again.	1343		tatoeba
مجدد	چشم‌انتظار دیدار مجدد شما هستم.	I'm looking forward to seeing you again.	1343		tatoeba
نبود	اشتباه من نبود.	It wasn't my fault.	1344		tatoeba
اشتباه	اشتباه من نبود.	It wasn't my fault.	1344		tatoeba
اشتباه	این تنها اشتباه او بود.	This was his only mistake.	1344		tatoeba
اشتباه	حق با تو است، او اشتباه می‌کند.	You are right. He is wrong.	1344		tatoeba
حق	حق با تو است، او اشتباه می‌کند.	You are right. He is wrong.	1344		tatoeba
تشخیص	تشخیص ما اشتباه بود.	Our diagnosis was wrong.	1344		tatoeba
شدت	او به شدت بیمار است.	He is very sick.	1346		tatoeba
بیمار	او به شدت بیمار است.	He is very sick.	1346		tatoeba
هرگز	او هرگز بیمار نبود.	He was never sick.	1346		tatoeba
بیمار	او هرگز بیمار نبود.	He was never sick.	1346		tatoeba
آشنا	من با او آشنا هستم.	I am acquainted with him.	1350		tatoeba
